LSOA code,Aged 14 years and under,Aged 15 to 29 years,Aged 30 to 59 years,Aged 60 years and over
E01020841,22.8,17.1,36.5,23.7
E01020813,12.8,14.3,37.8,35
E01020814,12.7,16.3,43.2,27.9
E01020815,16.4,15.9,37.3,30.3
E01020848,12.1,16.3,38.7,33.1
E01020850,18.2,18.3,42.2,21.4
E01020851,9.9,12.8,35.3,41.9
E01020816,22.1,20.3,34.7,22.9
E01020844,23.1,21.5,35.2,20
E01020847,25,22.1,37.9,15.2
E01020849,21,19.7,37,22.3
E01020825,17.8,18.5,36.4,27.1
E01020831,15.1,15.6,35.9,33.2
E01020833,17.4,14.8,38.8,29
E01020834,16,14.3,41,28.5
E01020824,13.8,14.9,39.3,32.2
E01020826,14.8,16.2,38.1,30.8
E01020832,16.9,11.3,37.5,34.4
E01020845,20.8,14.8,35.6,28.8
E01020846,15.8,11.8,34.1,38.1
E01020856,13.3,14.2,37.3,35.2
E01020858,14.4,13.1,38.5,33.9
E01020859,12,13.3,39,35.8
E01020860,17.5,15.9,38.1,28.5
E01020861,13,13.7,39.6,33.8
E01020862,12.7,12,35.6,39.9
E01020864,14.1,11.1,38.5,36.4
E01020867,13.5,13.9,36.8,35.9
E01020889,10.9,8.3,39,41.7
E01020890,11.7,11.6,36.4,40.1
E01020891,11.4,10.6,37.3,40.7
E01020905,13.8,11.2,38.2,36.8
E01020906,14.8,9.6,38.7,37
E01020876,18,16.9,37.6,27.5
E01020878,19.4,18.3,39.4,22.9
E01020887,17.6,14.2,39.7,28.5
E01020892,12.2,17.8,39.1,30.9
E01020894,17.9,18.2,37.9,25.9
E01020898,23.5,19.2,34.9,22.6
E01020877,14.8,13.7,37.7,33.7
E01020879,15.3,13.2,39.6,32.1
E01020893,17.1,15,41.4,26.4
E01020899,14.5,12.3,39.5,33.9
E01020903,12.7,14.3,41,31.9
E01020904,17.6,16.7,38.1,27.6
E01020873,19.3,15.2,38.5,27.1
E01020875,14.9,15.4,39.7,30.2
E01020900,17.9,15.7,39.7,26.7
E01020901,15.7,15.8,35.4,33.2
E01020902,20.8,17.3,37.7,24.2
E01020868,13.9,18.7,40.4,26.9
E01020869,17.9,16.6,40.9,24.8
E01020874,18.7,16.7,38.6,26
E01020880,20.5,18.5,39.7,21.3
E01020881,14.9,15.6,37.1,32.2
E01020870,11,10.3,34,44.6
E01020871,19.2,14.9,38.3,27.5
E01020872,14.9,13.6,39.8,31.7
E01020883,11.9,13.9,41.4,32.9
E01020886,15.8,17.8,38.4,28
E01020882,15.2,13.9,39.8,30.9
E01020888,14.3,13.8,44.2,27.8
E01020895,18,16.9,38.2,27
E01020896,15.8,12.8,35.5,36
E01034509,22.3,16.1,43.6,18.1
E01034510,22.5,17,36.6,23.7
E01020884,16.4,12.4,35.5,35.7
E01020885,13.2,15.8,38.5,32.4
E01020907,18.1,19.2,38.5,24.4
E01020908,18.5,20.4,38,23
E01020909,25.6,19.6,36.2,18.7
E01020852,14.5,15.4,31.7,38.4
E01020853,16,12.5,36.5,35.2
E01020854,11.8,23.5,32,32.5
E01020855,10.4,13.9,33.9,41.7
E01020857,14.3,11.5,35.7,38.2
E01020863,11.4,9.8,39,39.7
E01034511,12.8,9.9,36.5,40.8
E01027356,14.4,10.2,33.9,41.3
E01027357,12,10.2,30.2,47.5
E01027366,10.3,7.8,34.6,47.2
E01027367,15.3,18.7,39.8,26.2
E01027358,12.2,12.8,34.7,40.4
E01027359,16.9,16.6,37.9,28.5
E01033715,8.3,16.1,31,44.5
E01033717,11.3,14.2,39.8,34.8
E01027361,11.6,11,36.4,41.1
E01027362,16.3,16.4,38.6,28.5
E01027363,20.3,16.3,34.8,28.5
E01027364,9.3,12.2,36.7,41.7
E01027370,11.2,10,34.3,44.5
E01027371,16.6,15.7,40.5,27.2
E01027372,9.5,8.5,32.1,49.9
E01027365,12.9,10.7,37.3,39.1
E01027368,14.3,9.9,35.7,40.2
E01027369,8.8,9,31,51.1
E01027373,11.2,9.4,35.4,43.9
E01027376,17.3,15.2,37.4,30.1
E01027377,8.4,11.1,32.9,47.5
E01027385,24.3,14.8,37.4,23.6
E01027387,13,15.2,34,37.9
E01027388,21.3,17.4,39.1,22.2
E01027389,16.4,14.1,35.6,33.8
E01027378,11.9,10.4,33.9,43.8
E01027379,13.7,11.9,33.2,41.1
E01027380,10,13,36.1,40.8
E01027382,9.7,9.6,33.8,46.8
E01027386,15.3,14.8,35.7,34.1
E01027374,11.8,11.1,33.8,43.4
E01027375,12.8,10,35.6,41.6
E01027381,13.1,10.2,35.5,41.2
E01027383,9.3,10.6,33.7,46.6
E01027384,9.5,9.7,30.9,49.6
E01027390,9.8,9.5,30.9,49.8
E01027392,16.1,21,35.5,27.5
E01027393,25.6,19,39.8,15.5
E01027416,23.4,19.7,35.9,21
E01027424,20,17.8,37.2,24.9
E01027414,15.6,16.1,40.8,27.6
E01027415,14.1,18.2,38.9,28.9
E01027431,14.2,19.2,42.8,24
E01027442,9.1,14.8,37.5,38.6
E01035631,16,16.8,38.6,28.7
E01035632,24.4,14,46.5,14.9
E01027391,20.7,18.1,40,21.4
E01027422,15.5,17.6,36.9,30
E01027423,19.5,17.1,33.3,30
E01027429,17.5,16.8,37.3,28.5
E01027430,19.5,15.3,34.6,30.7
E01027426,27.3,23.7,37.3,11.6
E01027427,17.8,17.6,38.8,25.8
E01027428,15.4,13.6,36.6,34.5
E01035633,15.6,15.2,37.3,31.8
E01035634,14.1,17.6,49.1,19.3
E01035635,25.7,25.8,43.5,4.8
E01027437,12.1,10.1,33.5,44.3
E01027438,15.4,15.2,36.2,33.2
E01027439,14.3,15.7,40.9,29.3
E01027440,13.8,12.8,37.8,35.5
E01027398,24.2,16.9,42.1,16.4
E01027409,11.4,14.7,33.4,40.7
E01027411,15.7,13,33.8,37.6
E01027412,19.4,24.1,39.9,16.4
E01027413,17.5,16.4,39.1,27
E01027417,11.2,11.1,32.8,44.9
E01027418,16.9,12.4,40.8,30.1
E01027419,11.6,11.4,36.5,40.4
E01027420,11.2,11.8,35.3,41.7
E01027421,12.1,12.8,38.4,36.8
E01027394,11.6,12.9,35.7,39.9
E01027406,9.2,9.2,31.1,50.4
E01027407,11,11.3,34.8,42.9
E01027408,16.7,13.7,37.2,32.5
E01027410,11.9,13.1,34.3,40.8
E01027432,13.3,15.6,42.1,29.1
E01027433,19.1,16.1,44.5,20.3
E01027434,11.4,14.3,38,36.3
E01027435,11.3,18.6,37,33.2
E01027436,12.6,16.7,40.6,30
E01027443,17.3,17.1,40,25.6
E01027444,7.2,17.1,51.1,24.5
E01027445,16,12.7,37.1,34.2
E01027446,9.8,12.5,34,43.7
E01027451,16.1,15.9,37.9,30
E01027474,17,15.5,41.4,26
E01027475,9.7,10.6,32.7,47.1
E01027457,15.2,11.1,38,35.5
E01027462,17.4,16.3,39.4,26.9
E01027463,12.1,12.4,40.3,35.3
E01027447,11.6,12.8,38.3,37.4
E01027450,13.1,9.6,37.6,39.8
E01027473,16.5,11.7,42.5,29.3
E01035629,19.7,15.4,41.3,23.6
E01035630,17.2,15.9,38.8,28.1
E01027452,10.7,12.9,35.1,41.4
E01027453,7.4,10.1,31.4,51
E01027461,17.4,15.6,36.5,30.4
E01033718,16.8,12.6,37.5,33
E01027455,14,11.2,34.4,40.4
E01027456,13.6,10.1,29.6,46.6
E01027458,18.7,9.8,38.6,32.9
E01027460,15.4,10.7,36.6,37.4
E01027464,11.9,10.9,31.7,45.7
E01027465,13.5,11.8,35.1,39.5
E01027466,15.6,12.2,34.2,37.9
E01033714,16.7,11.8,35.8,35.7
E01027449,12.6,10.2,33.7,43.4
E01027468,14.4,10.6,33.2,41.9
E01027469,14.7,12.3,35.2,38
E01027471,18.3,11.9,37.8,32.3
E01027472,15.1,21.6,39.2,24.1
E01027479,14.1,11.9,36.7,37.2
E01027480,13.9,10.6,40.8,34.8
E01027503,11.8,10.3,35.3,42.5
E01027511,12.5,9.5,37.8,40.4
E01027484,11.9,10.4,35.5,42.3
E01027485,15.6,14.5,35.2,34.8
E01027486,15.9,13.3,36.8,34
E01027487,11.7,14.7,35.5,38.2
E01027512,13.3,10.5,35.4,40.7
E01027483,15.1,10.9,37.2,36.4
E01027496,13,13.2,39.6,34.4
E01027508,13.4,14,40.1,32.7
E01027513,14.7,10.8,38.8,35.7
E01027476,13.1,13.1,37.1,36.6
E01027489,13.3,12.6,37,37.3
E01027490,14.9,13.9,37.4,33.7
E01027491,11.8,10,31.5,46.7
E01027492,12.8,13.6,35.9,37.3
E01027493,19.3,13.9,35.7,31.3
E01027494,12.6,12.6,35.5,39.1
E01027497,17.7,15.9,43.4,23
E01027498,18.8,17,40.8,23.5
E01027499,15.9,14.6,38.5,31
E01027500,13.6,14.9,38.9,32.3
E01035636,13.8,13.9,40.1,32.3
E01027477,10.2,11.4,37,41.3
E01027478,14.9,9.5,34.4,41.3
E01027488,16.1,15.3,36.6,32
E01027495,14.2,8.4,34.2,43.2
E01027505,13.4,11.9,34.2,40.7
E01027510,13.9,11.6,37.4,36.9
E01027541,11.7,13.3,34.9,40.1
E01027542,21,14.8,33.4,30.8
E01027543,20.4,19.1,37.3,23.3
E01027544,10.6,12.4,35.3,41.5
E01027528,17.9,15.7,36.5,29.7
E01027529,16.8,15.6,42.9,24.9
E01027539,20.1,21.9,38.5,19.4
E01027545,21.4,20,38,20.6
E01027546,19.5,20.8,40.9,19
E01027533,15.5,18.1,40.7,25.6
E01027540,19.7,17.6,38.8,24
E01027549,21.8,18.2,43.6,16.5
E01033716,19.1,14.1,34.8,32
E01027530,18.7,18.6,39.4,23.3
E01027531,17.9,15.2,40.9,26
E01027534,16.6,17,38.1,28.3
E01027535,10.2,10.6,35.1,44.3
E01027553,13.4,14.9,39.3,32.7
E01027554,10.9,11.9,34.5,42.9
E01027515,14.3,16.4,39.4,29.7
E01027517,13.6,15.6,41.5,29.3
E01027518,19.6,16.5,38.8,25.2
E01027519,20.3,18,38.7,23.3
E01027550,14.7,17.8,37.8,29.6
E01027551,22.7,15.8,39.1,22.2
E01027552,12.5,15.1,42.7,29.7
E01027514,13.3,10.7,34.9,40.8
E01027516,8.3,11.7,32.5,47.5
E01027520,14.5,12.4,40.9,32.2
E01027521,15.7,15.5,46.5,22.3
E01027522,20,17.9,40.5,21.8
E01027523,16.1,15.4,37.2,31
E01027524,19.8,18.2,41.2,20.8
E01027525,13.4,14.7,39.4,32.5
E01027526,8.7,12,34.2,45.3
E01027527,19.8,18.4,39.3,22.3
E01027532,13.3,18.2,40,28.5
E01027536,13.5,14.9,37.1,34.6
E01027537,18.2,14.8,38.1,28.9
E01027538,10.5,14.7,39.5,35.1
E01027395,17,18.9,45,19
E01027396,17.7,17.8,41.8,22.7
E01027397,16.9,16.4,41.1,25.7
E01027399,16.6,13.7,41.3,28.4
E01027400,17.9,17.9,47.8,16.3
E01027401,14.3,16.9,39.5,29.3
E01027402,13.9,15.4,40.6,30
E01027403,12.1,14.2,36.6,37.2
E01027404,18.8,19.1,39.3,22.6
E01027405,11.5,11.3,34.1,43.1
E01027481,10.2,8.5,30.7,50.6
E01027482,13.9,9.1,33.2,43.9
E01027504,13.3,10.4,33.2,43.3
E01027507,14.4,11.7,35.6,38.2
E01027509,14,10,34.3,41.8
E01035637,13.9,12.7,40.6,32.7
E01008309,16.5,11.1,35.9,36.4
E01008352,18.6,17.3,41.7,22.4
E01008357,14.7,10.4,32.4,42.4
E01008358,12.1,26.3,37.7,23.8
E01033550,23.6,14.8,46.4,15.5
E01033551,15.5,11.7,38.8,34.1
E01008336,16.9,18.1,39.9,25.2
E01008337,19.8,16.6,36.6,26.9
E01008338,17.3,19.4,40.5,22.8
E01008339,18.7,22.7,41.2,17.5
E01008340,21.7,20.2,40.4,17.8
E01008341,16.9,17.8,36.9,28.2
E01008342,10.8,13.5,36,39.7
E01008293,13.1,17.7,38,31.1
E01008456,20.7,20.3,37.6,21.4
E01008457,18.2,15.3,37.2,29.4
E01008458,15.1,15.3,41.2,28.5
E01008459,27.1,19.4,38.2,15.1
E01008460,19.4,18,38.5,24
E01008351,15.3,12.9,40.3,31.6
E01008354,18.2,18.1,45,18.7
E01008418,15.6,14.2,38.3,31.9
E01008420,15.3,15.7,36.3,32.8
E01008422,15,25.4,36.1,23.5
E01008424,11.8,34.2,38.8,15.3
E01008353,17.9,15.9,41.3,24.8
E01008355,15.8,14.9,42.9,26.2
E01008356,15.1,14.5,42.8,27.5
E01008378,21,13,38.3,27.7
E01008419,15.5,19,42.4,23
E01008421,17.8,18.9,41.5,21.9
E01008423,15.9,12.6,36.2,35.2
E01008317,19.1,13.9,41.2,25.9
E01008319,16.5,14.8,42.8,25.7
E01008320,17,14.7,41.7,26.4
E01008321,14.7,14.1,39.6,31.6
E01008322,19.2,14,43.4,23.5
E01008323,17,20.7,44.3,18.1
E01008295,25,24.2,37.4,13.4
E01008374,18.2,14.3,42.4,25.1
E01008375,18,15.8,42.9,23.4
E01008376,17.4,13.9,42.9,25.7
E01008377,25,19.7,42.3,13
E01008379,18.5,14.1,36.7,30.7
E01008380,28.4,18.7,39.5,13.5
E01008296,13.2,15.6,34.8,36.4
E01008297,19.5,19,41.9,19.8
E01008298,21.5,18.4,40.4,19.7
E01008299,21.9,19.4,40.6,18.4
E01008314,13.8,17.3,44.5,24.4
E01008315,16.6,17.7,42.5,23.1
E01008316,14.1,15.8,43.1,27.3
E01008318,17.5,17.5,38.1,26.8
E01008363,8.3,22.9,39,29.9
E01008365,17,20.5,39.3,23.2
E01008366,5.3,70.7,15,9
E01008369,4,70.9,15.9,9
E01008371,12.1,16.4,33,38.6
E01008372,2.6,73.8,14.9,8.8
E01008373,1.3,87.9,7.3,3.6
E01008400,17.2,17.1,39.2,26.6
E01008401,18.2,16.9,36.8,28.2
E01008402,17,16,38.3,28.6
E01008403,13.2,15.1,36.7,35
E01008404,14.4,19.2,44.6,22
E01008405,22.2,18.9,39.3,19.6
E01008443,11.7,14.7,38.2,35.4
E01008324,21.7,16.5,37.2,24.7
E01008325,20.8,19.5,33.8,25.9
E01008326,17.5,13.8,40.7,27.8
E01008327,22.6,18.9,36.8,21.8
E01008328,12.7,12.5,32,42.8
E01008329,18.3,17.1,39.8,24.7
E01008330,21.3,19.1,39.9,20
E01008300,22.9,19.1,40.6,17.7
E01008450,26.6,19.2,40.7,13.6
E01008451,21.7,19,42.8,16.6
E01008452,17.4,19.4,39.1,24.4
E01008367,3.8,69.6,17.5,9.1
E01008368,4.8,71.8,14.7,8.4
E01008370,4.2,47.2,24,24.6
E01008409,6.4,49.5,29,15.1
E01008411,5.1,68.1,17.6,9.2
E01008303,10.9,27.2,37.5,24.2
E01008359,8.6,49.4,32.9,9.1
E01008360,7.5,46.4,38.4,7.6
E01008361,9.3,49,33.8,8.2
E01008362,6.2,57.2,28.7,8.1
E01008364,7.8,42.1,39.2,11
E01008343,22.1,15.8,39.5,22.4
E01008344,15.3,18.2,39.1,27.4
E01008345,16,19.4,38.6,26.1
E01008346,16.7,23.3,39.6,20.5
E01008347,18,17.7,39.1,25
E01008348,24,18.5,40.5,17
E01008349,27.6,22.2,38.8,11.4
E01008350,17.8,18.3,44.1,19.6
E01008430,14.6,17.4,42.9,24.9
E01008431,16.1,16,41.2,26.8
E01008433,11.7,13.5,35.7,39
E01008434,13.6,14.9,38.8,33
E01008435,21.8,18.9,38.6,20.8
E01008436,18,17.5,41.1,23.5
E01008381,13.3,15.7,43.5,27.5
E01008382,21.7,18.2,36.7,23.5
E01008383,20.7,17.6,41.6,20
E01008384,17,17,37.8,28
E01008385,18.5,19.2,40,22.2
E01008386,15.7,14.6,37.6,32.1
E01008387,14,15.4,39.3,31.1
E01008396,18.1,47.5,28.4,6
E01008398,20.8,25.2,45.1,8.8
E01008449,21.6,34,39.3,5.2
E01008453,22.1,17.8,40.1,20.2
E01008455,25.1,27.3,37.3,10.3
E01033556,12.5,48.9,29.9,8.7
E01008415,20.9,19.2,36,24
E01008416,15.7,15.2,42.5,26.8
E01033547,22.7,16.2,40.2,20.9
E01008288,16.7,16.3,41.2,25.6
E01008289,23.3,17.7,32.7,26.2
E01008290,22.3,21.2,42.6,14.1
E01008291,27.8,21.4,38,12.9
E01008292,13.2,15.7,38.2,33
E01008388,22.2,23.7,36.6,17.7
E01008389,22.1,16.6,41.2,20
E01008426,22.7,18.7,40.9,17.8
E01008429,19.8,18.2,34.9,27.2
E01008390,28.6,17.7,38.9,14.8
E01008425,12.5,18.9,39.4,29.4
E01008427,21,19,42.4,17.8
E01008428,19.8,14.7,36,29.6
E01008441,18.1,19.1,36.7,26.2
E01008442,13.5,12.1,33.5,40.8
E01008444,14.7,14.3,33.7,37.3
E01008445,16.6,17.7,39.9,25.8
E01008446,10.1,12,32.3,45.5
E01008447,11.7,12.4,30.3,45.6
E01008448,12.1,10.2,32.2,45.5
E01008306,15.5,16.5,38.8,29.2
E01008307,14.8,18.3,40.9,26
E01035613,17.6,19.3,45.5,17.7
E01035614,31,15.1,47.6,6.6
E01035615,28.9,17.3,49.2,4.8
E01035616,28.2,16.4,49.9,5.6
E01008294,13.7,15.2,37.6,33.5
E01008311,20.9,13.8,44.4,20.8
E01008312,16.6,16.3,40.7,26.5
E01008313,15.4,17,40.2,27.4
E01008407,3,78.8,13,5.1
E01008410,4.7,69.1,15.4,10.8
E01008412,10.5,47.9,31.3,10.3
E01008413,7.8,54.9,28.7,8.7
E01008302,19,18.3,38.7,24
E01008391,26.9,22.3,35.7,15
E01008392,13.9,23,42.8,20.2
E01008432,13,17.9,40.5,28.6
E01008397,1.3,83.4,12.5,2.7
E01033543,1.3,74.4,22.3,2.1
E01033545,2.9,58.9,34.6,3.6
E01035617,4.6,67.5,16.9,11.1
E01008406,3.6,77.1,13.1,6.1
E01033548,6.8,45,34.7,13.6
E01033553,1,83.5,13.1,2.2
E01008333,24.5,22,39.1,14.2
E01008334,26,22,39.7,12.2
E01008335,24.9,23.8,42,9.3
E01035618,38.9,18.3,36.7,6.1
E01035619,34.1,17.8,34.7,13.2
E01008399,21,24.9,38.7,15.3
E01008439,19.5,18.9,46.3,15.4
E01035620,0.9,83.3,13.7,2.2
E01035621,3.8,69.7,20.5,6.4
E01008301,10.5,26.1,46.1,17.4
E01008305,24.8,22.3,36.3,16.7
E01035622,17.9,18.4,48.3,15.2
E01035623,16.5,28.3,40.8,14.4
E01008331,24.9,26,40.3,8.9
E01008437,28.5,14.8,41,15.7
E01008438,15.6,18.5,47,19
E01008547,15.5,11.1,33.7,39.6
E01008548,16.6,10.8,36.8,35.8
E01008549,16.8,11,36.1,36.1
E01008551,15.8,9.6,32.9,41.4
E01008478,13.6,15.6,41.1,29.9
E01008480,14.7,15.9,35.6,33.7
E01008504,10.9,12.6,38.8,37.8
E01008578,13.7,17,40.1,29.3
E01008583,18.9,18.6,41.7,20.9
E01008520,17.8,13.2,40.2,28.8
E01008523,18.9,13.1,39.5,28.5
E01008546,20.9,10.2,39.4,29.3
E01008550,21.3,11.1,41.6,25.9
E01008577,17.6,14.7,41,26.7
E01008579,9.4,10.5,31.4,48.6
E01008580,13.3,13.7,40,32.8
E01008581,13.3,9.7,37.5,39.5
E01008582,16.7,15.2,40.2,27.8
E01008517,20.3,12.2,41.9,25.7
E01008519,11.6,13.1,38.1,37.2
E01008521,12,11.3,37.1,39.5
E01008522,15.4,12.5,38.9,33.4
E01008584,15.9,17.2,48,18.7
E01008585,18.2,14.3,44.1,23.3
E01008587,14.3,12,42.3,31.4
E01008588,17.7,15.4,45,22
E01008589,18.2,11.1,41.5,29.2
E01008518,13.4,12.1,41.2,33.5
E01008564,13.7,11.9,41.5,32.8
E01008567,20.4,16.6,43.6,19.4
E01035625,20.3,18.4,44.1,17.1
E01035626,22.5,16.6,48.1,12.8
E01008475,16.4,16.6,43.3,23.8
E01008476,18.4,17,37.9,26.9
E01008477,22.8,19.8,39.6,17.9
E01008479,14.4,13.1,38.7,33.8
E01008552,13.8,14.5,38.6,33.2
E01008553,14.7,14,41.4,29.9
E01008554,17.5,17.1,41.8,23.7
E01008555,19.7,18.2,39.5,22.5
E01008586,19.4,12.3,42.3,26
E01008495,16.5,12,37.6,34
E01008496,14,11.3,43.7,31.1
E01008497,15.5,10.3,38,36.1
E01008498,11.6,9.4,33.2,45.8
E01008568,15.5,14,36.1,34.3
E01008569,17.2,16,39.9,26.9
E01008570,16.8,17.2,43.4,22.5
E01032647,23.9,15.7,50.8,9.5
E01032648,21.1,19.4,43.2,16.4
E01008500,12,13.8,39.6,34.6
E01008505,15.5,14.8,40.4,29.3
E01008506,20.9,12.1,37.7,29.4
E01008507,15.4,14.2,41,29.5
E01008493,19,10.9,39.4,30.9
E01008494,15.9,13.4,40.8,30.1
E01008556,16.3,12.1,38.4,33.3
E01008557,13.3,14.7,38.3,33.7
E01008470,14.2,16.8,38.8,30.2
E01008499,16.3,17.5,41.7,24.4
E01008502,18.6,16.7,38.6,26.2
E01008516,18.4,12.9,43.1,25.6
E01008488,19.5,16.8,39.4,24.4
E01008489,23.4,18.3,40.2,17.8
E01008490,13.2,14.8,40,32
E01008491,23,18.2,40.5,18.3
E01008558,11.7,11.5,40.9,36
E01008560,12.6,12.9,42.6,31.9
E01008561,13.5,14.8,42,29.8
E01008562,18.6,11.5,39.1,30.8
E01008525,12.9,11.7,37.5,37.9
E01008527,13,14.4,44.9,27.9
E01008559,15,15.7,47.5,21.8
E01008563,15.6,9.8,36.2,38.2
E01008469,14,14.5,43.4,28.3
E01008472,13.9,11.4,38.1,36.7
E01008473,14.3,10.6,44.3,30.9
E01008503,17.1,16.4,38.2,28.1
E01035627,19.4,16.2,48.6,15.7
E01035628,25.9,19.7,46.9,7.4
E01008471,18.9,14.9,41.1,25.2
E01008474,22.8,16.7,41.2,19.2
E01008513,15.9,17.7,45.2,21.1
E01008514,18.3,16.9,41.3,23.5
E01032649,13.9,20,47.1,19
E01032650,16.1,18.3,44.6,21.1
E01008486,16.7,15.6,39.7,28.1
E01008487,16.1,17,41.1,25.8
E01008526,12.6,12,41.5,33.8
E01008530,12.3,11.8,36.9,38.8
E01008461,22.1,15,38.2,24.8
E01008466,12.8,11.7,34.7,40.8
E01008467,16.3,12.8,40.9,30
E01008468,18.4,17.4,43.6,20.6
E01008483,16,16.7,47,20.3
E01008524,8.1,18.2,39.4,34.2
E01008528,13.3,17,45.2,24.4
E01008529,12.5,13.2,43.1,31.2
E01008481,19.4,18.4,40.6,21.8
E01008482,19,19.1,38.4,23.3
E01008484,23.1,20.5,39,17.5
E01008485,29.8,20.5,38.4,11.4
E01008492,20,18.6,41.1,20.1
E01008462,19.1,17.5,38.1,25.3
E01008463,15.9,16.9,37.4,30
E01008464,12.5,14,38.3,35.5
E01008465,13,14.8,35.9,36.1
E01008531,11.5,11.8,38.5,38.3
E01008532,18.8,18.2,41.7,21.4
E01008534,10.7,13.6,33.3,42.2
E01008538,21.7,21.4,41.5,15.6
E01008508,19.1,18.6,40.7,21.7
E01008509,18.8,17.5,40.3,23.4
E01008510,13.8,19,39.3,28
E01008512,14.1,17.1,39.1,29.9
E01008539,11.1,14.8,45.8,28.2
E01008540,24.8,19.2,39.5,16.4
E01008541,16.2,16.6,39.8,27.5
E01008544,14.8,16.9,44.9,23.3
E01008545,13.7,19.3,40.8,26.3
E01008511,17.3,18.4,41,23.2
E01008542,23.7,16.5,38.9,20.6
E01008543,20.3,19.4,46.1,14.1
E01008571,16.7,14,37.8,31.5
E01008572,14,23.5,42.9,19.4
E01008573,16.6,24.8,43.4,15.3
E01008574,17.2,14.5,41.9,26.3
E01008576,20.4,20.4,41.5,17.5
E01008533,17,16.4,41.2,25.6
E01008535,11.2,14.8,38.5,35.4
E01008536,15.6,19.8,45.1,19.4
E01008537,14.9,15.7,42.9,26.6
E01008575,15.7,17.9,43.8,22.8
E01008595,13.5,17.6,44,24.7
E01008596,23.6,19.6,39.9,16.9
E01008597,14.8,14.4,43.7,27.1
E01008598,16.3,19,40,24.5
E01008599,15.5,15,38,31.3
E01008664,16.1,21.5,38.9,23.3
E01008665,13.3,18.6,45.5,22.5
E01008666,19.4,19.1,44.6,16.8
E01008667,13,14.5,41.3,31.3
E01008668,15.3,16.5,42.4,25.6
E01008673,13.5,16.2,40.5,29.9
E01008675,9.9,20.8,44.3,24.8
E01008676,14.6,14.9,44.6,25.8
E01008677,11,14.5,36.3,38.2
E01008678,11.4,18.6,39.9,30
E01008647,11.7,11.9,36.8,39.6
E01008648,11.3,8.3,36,44.4
E01008649,19.8,15.8,38.3,25.9
E01008651,26,18.1,34.8,21
E01008679,13.3,16.7,41.9,28.1
E01008680,14.6,11,34.4,40
E01008682,19.7,18.1,36.4,26
E01008683,12.6,17.1,44.8,25.2
E01008635,14.7,12.9,34.1,38.5
E01008650,12.9,14.1,36.3,36.7
E01008674,13.3,10.9,36.9,38.7
E01008681,12.7,11,32.5,43.7
E01008600,18.3,18.9,38.5,24.3
E01008604,17.4,16,40.3,26.1
E01008660,12.2,13.6,43.9,30.4
E01008661,17.8,14.2,39.8,28.1
E01008633,24.6,16.4,37,22.1
E01008634,17.1,16.8,35.9,30.2
E01008636,15.9,16.4,38.3,29.4
E01008637,15.6,17.3,39.8,27.1
E01008639,21.5,18.2,44.2,16.2
E01008652,18.1,15.1,40.6,26.2
E01008653,22.2,17.1,37.2,23.6
E01008654,13.1,17.7,46.4,22.8
E01008655,19.1,19.5,38.8,22.7
E01008657,12.5,15.7,38.2,33.6
E01008638,12,21,48.4,18.4
E01008640,16.7,18.4,43.8,21.2
E01008641,15.8,13.9,41.5,28.7
E01008642,15.5,15.9,38.8,29.8
E01008590,13.2,16.8,38.3,31.7
E01008591,13.8,19.4,44.6,22.1
E01008592,14.9,19.1,41.4,24.7
E01008594,16.9,17,38.8,27.1
E01008601,19.8,14.6,36.5,28.8
E01008669,18.4,19.1,38.2,24.3
E01008671,11.8,21.6,38.6,27.8
E01008672,14.6,14.9,39.6,30.8
E01008622,11.8,11.3,34.3,42.7
E01008625,17.5,16,35.4,30.9
E01034512,18.2,14.9,38,28.8
E01034513,24.7,18,43.2,14.3
E01008602,20.8,17.5,38.9,22.7
E01008603,19,17.3,42.1,21.7
E01008608,22.4,18.3,33.6,25.5
E01008670,19,15.8,38.9,26.3
E01008643,18.2,15.4,41.3,25.1
E01008644,17.5,15.2,38.3,28.7
E01008645,23.8,15.7,46.2,14.3
E01008646,14.2,12.9,34.6,38.3
E01008656,16,14,37.5,32.6
E01008658,22.3,17.7,36.3,23.7
E01008593,23.7,17.4,39.4,19.4
E01008605,16.8,17.4,37.4,28.3
E01008606,22.7,19.2,39.1,19.2
E01008607,28.4,17.9,37,16.8
E01008609,24.9,17.4,37.8,20
E01008631,17.9,16.1,37.3,28.6
E01008632,16.6,18,39.7,25.8
E01008659,18,14.7,38.6,28.9
E01008662,17.1,18.4,40.5,24.1
E01008663,16.4,15.9,36.9,31
E01008624,16.6,17.4,39.5,26.5
E01008684,11.9,11.9,36.2,39.9
E01008685,15.7,12.9,38.4,33
E01008686,18.8,15,39.8,26.4
E01008687,11.9,10.2,33.9,44.1
E01008688,19,17.3,41.9,21.8
E01008689,15.7,15.6,36.6,32.1
E01008690,18.9,17.1,43.2,20.7
E01008691,13.5,12.9,37.3,36.3
E01008692,16,15.2,39,29.8
E01008627,11,12.2,34.8,42
E01008628,19.9,15.4,38.2,26.5
E01008629,12.3,14,36.6,37
E01008630,22.8,16.9,41.9,18.3
E01008610,21.2,15.9,35.4,27.6
E01008611,13.6,14.3,42.5,29.7
E01008612,12.7,14.1,38.7,34.4
E01008613,17.9,18.3,41.2,22.7
E01008616,14.7,14.6,41.2,29.5
E01008618,15.8,12.7,38.5,33.1
E01008619,13.3,11,33.5,42.2
E01008621,14.5,10.9,37.1,37.5
